tablescraper-selected-row,u-xs-avatar src,text-primary,text-primary href,d-none,u-label,text-nowrap,small,d-block,text-danger,tablescraper-selected-row 2,tablescraper-selected-row 3,tablescraper-selected-row 4,tablescraper-selected-row 5,text-success,tablescraper-selected-row 6
183,https://bscscan.com/token/images/freecoin_32.png,FREE coin BSC (FREE),https://bscscan.com/token/0x12e34cdf6a031a10fe241864c32fb03a4fdad739,"The FREE coin is a multi-blockchain community coin, available on Binance Smart Chain (BEP20), Ethereum (ERC20) and TRON (TRC10). It is a low cost/low risk ""learn-how-to-crypto"" coin and aims to be used on multiple channels such as vending machines, QR payments, webshops and others.",Cross-Chain,$0.00 ,0.000000 BTC,0.000000 BNB,,"$302,182.00 ","$2,247,291.00 ","$2,260,281.00 ","503,579",0.77%,
184,https://bscscan.com/token/images/rubicfinance_32.png,Rubic (BRBC),https://bscscan.com/token/0x8e3bcc334657560253b83f08331d85267316e08a,"Rubic is a multichain DEX aggregator, with instant & cross-chain swaps for Ethereum, BSC, Polygon, Harmony, Tron & xDai, limit orders, fiat on-ramps, and more. The aim of the project is to deliver a complete one-stop full circle decentralized trading platform.",,$0.02 ,0.000001 BTC,0.000063 BNB,-3.41%,"$55,290.00 ","$2,020,182.00 ","$658,429.00 ","5,130",,
185,https://bscscan.com/token/images/o3swap_32.png,O3 Swap Token (O3),https://bscscan.com/token/0xee9801669c6138e84bd50deb500827b776777d28,"O3 Swap is a cross-chain aggregation protocol that enables free trading of native assets between heterogeneous chains, by deploying 'aggregator + asset cross-chain pool' on different public chains and Layer2, provides users to enable cross-chain transactions with one click.",,$0.05 ,0.000003 BTC,0.000192 BNB,,"$236,607.00 ","$1,967,948.00 ","$2,079,026.00 ","27,999",1.63%,
186,https://bscscan.com/token/images/venus-vsxp_32.png,Venus SXP (vSXP),https://bscscan.com/token/0x2ff3d0f6990a40261c66e1ff2017acbc282eb6d0,Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,,$0.00 ,0.000000 BTC,0.000017 BNB,-1.24%,"$2,475.00 ","$1,943,226.00 ","$9,890,687.00 ","2,219",,
187,https://bscscan.com/token/images/venus-vdot_32.png,Venus DOT (vDOT),https://bscscan.com/token/0x1610bc33319e9398de5f57b33a5b184c806ad217,Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,,$0.12 ,0.000007 BTC,0.000402 BNB,-2.64%,"$48,267.00 ","$1,914,459.00 ","$5,735,006.00 ","5,304",,
188,https://bscscan.com/token/images/popsiclefinance_32.png,IceToken (ICE),https://bscscan.com/token/0xf16e81dce15b08f326220742020379b855b87df9,A next-gen cross-chain yield enhancement platform focusing on Automated Market-Making (AMM) Liquidity Providers (LP).,,$0.14 ,0.000008 BTC,0.000473 BNB,-1.00%,"$16,591.00 ","$1,844,223.00 ","$202,277.00 ","10,670",,
189,https://bscscan.com/token/images/duckdaodime_32.png?v=21,DuckDaoDime (DDIM),https://bscscan.com/token/0xc9132c76060f6b319764ea075973a650a1a53bc9,DuckDAO is a community-driven project incubator. The DackDaoDime (DDIM) is the social money of the community.,,$1.48 ,0.000086 BTC,0.005170 BNB,-8.59%,"$93,012.00 ","$1,747,245.00 ","$2,214,660.00 ",506,,
190,https://bscscan.com/token/images/shard_32.png,Shard (SHARD),https://bscscan.com/token/0xd8a1734945b9ba38eb19a291b475e31f49e59877,"Shard is a revolutionary digital currency, governance token, utility token and much more. Governed by the Shard community and used within the innovative and unique Infinity Crypto DeFi AMM Platform, Infinity Wallet and governance of the Infinity Protocols.",Cross-Chain,$0.06 ,0.000003 BTC,0.000195 BNB,,--,$26.00 ,"$1,720,574.00 ","$601,138.00 ",,"58,546"
191,https://bscscan.com/token/images/unicrypt-uncl_32.png,UNCL on xDai on BSC (UNCL),https://bscscan.com/token/0x0e8d5504bf54d9e44260f8d153ecd5412130cabb,UNCL is the liquidity and yield farmable token of the Unicrypt ecosystem.,,$7.93 ,0.000463 BTC,0.027701 BNB,-1.51%,"$18,818.00 ","$1,673,686.00 ","$635,256.00 ","4,541",,
192,https://bscscan.com/token/images/satt_32.png,Smart Advertising Transaction Token (SATT),https://bscscan.com/token/0x448bee2d93be708b54ee6353a7cc35c4933f1156,"SaTT tokens will be used to govern advertising transactions between advertisers and publishers to make transactions faster, safer and less expensive. An advertiser can easily create advertising campaigns whose conditions of participation and results will be stored on the blockchain.",,$0.00 ,0.000000 BTC,0.000002 BNB,-34.60%,"$98,483.00 ","$1,631,870.00 ","$10,058,066.00 ","27,404",,
193,https://bscscan.com/token/images/antimatter_32.png,Antimatter.Finance Mapping Token (MATTER),https://bscscan.com/token/0x1c9491865a1de77c5b6e19d2e6a5f1d7a6f2b25f,Antimatter is a simple lightweight onchain DeFi derivative protocol with a polarized token mechanism.,,$0.05 ,0.000003 BTC,0.000180 BNB,,"$279,444.00 ","$1,616,356.00 ","$43,420.00 ","11,930",0.43%,
194,https://bscscan.com/token/images/roobee_32.png,ROOBEE (bROOBEE),https://bscscan.com/token/0xe64f5cb844946c1f102bd25bbd87a5ab4ae89fbe,Roobee aims to offer blockchain-based investment service which utilizes AI and fully transparent statistics to help people make intelligent investments in digitized assets.,,$0.00 ,0.000000 BTC,0.000001 BNB,,"$804,501.00 ","$1,611,306.00 ","$140,055.00 ","9,721",0.24%,
195,https://bscscan.com/token/images/vfox_32.png,VFOX (VFOX),https://bscscan.com/token/0x4d61577d8fd2208a0afb814ea089fdeae19ed202,RedFOX Labs is a blockchain venture builder that delivers companies and platforms. The VFOX token is connected to the RedFOX Labs Virtual Space.,,$0.08 ,0.000004 BTC,0.000262 BNB,,"$5,003.00 ","$1,577,074.00 ","$1,577,541.00 ","3,318",6.03%,
196,https://bscscan.com/token/images/curatestyle_32.png,Curate (XCUR),https://bscscan.com/token/0xd52669712f253cd6b2fe8a8638f66ed726cb770c,Curate is a peer to peer discovery marketplace app supporting crypto payments. Its own native token $XCUR provides zero gas fees for payment transactions.,,$0.03 ,0.000002 BTC,0.000118 BNB,-4.96%,"$97,213.00 ","$1,544,778.00 ","$1,744,236.00 ","2,522",,
197,https://bscscan.com/token/images/gourmetgalaxy_32.png,GourmetGalaxy (GUM),https://bscscan.com/token/0xc53708664b99df348dd27c3ac0759d2da9c40462,"Gourmet Galaxy is a yield farming platform, a combination of DeFi and NFTs in a gaming experience.",,$0.44 ,0.000026 BTC,0.001551 BNB,,"$650,399.00 ","$1,470,820.00 ","$2,592,394.00 ","7,377",42.55%,
198,https://bscscan.com/token/images/graviton_32.png,Graviton (GTON),https://bscscan.com/token/0x64d5baf5ac030e2b7c435add967f787ae94d0205,"Graviton is a multichain liquidity enhancing protocol providing relay swap infrastructure and LP farming. As a multichain relay token, GTON is used to maintain liquidity buffers across blockchains for initially illiquid assets, such as wrapped tokens, CEX tokens, and recently tokenized projects.",,$0.40 ,0.000023 BTC,0.001404 BNB,-3.05%,"$1,185.00 ","$1,459,054.00 ","$77,933.00 ",734,,
199,https://bscscan.com/token/images/bridgeoracle_32.png,Bridge (BRG),https://bscscan.com/token/0x6e4a971b81ca58045a2aa982eaa3d50c4ac38f42,Bridge oracle system is a technology through which external data can be injected.,,$0.00 ,0.000000 BTC,0.000001 BNB,-0.29%,"$437,805.00 ","$1,453,725.00 ","$1,816,664.00 ","22,700",,
200,https://bscscan.com/token/images/tokenclub_32.png,Binance-Peg Token Club (TCT),https://bscscan.com/token/0xca0a9df6a8cad800046c1ddc5755810718b65c44,TokenClub (TCT) is a cryptocurrency and operates on the Ethereum platform.,Cross-Chain,$0.00 ,0.000000 BTC,0.000005 BNB,-0.84%,"$56,155.00 ","$1,312,735.00 ","$79,364.00 ","3,467",,
201,https://bscscan.com/token/images/skill_32.png,CryptoBlades Skill Token (SKILL),https://bscscan.com/token/0x154a9f9cbd3449ad22fdae23044319d6ef2a1fab,"Recruit characters, forge weapons, enter battle, and earn SKILL.",,$1.21 ,0.000071 BTC,0.004226 BNB,-0.02%,"$187,504.00 ","$1,213,185.00 ","$1,210,000.00 ","367,087",,
202,https://bscscan.com/token/images/heroesempires_32.png?=v1,Heroes&Empires (HE),https://bscscan.com/token/0x20d39a5130f799b95b55a930e5b7ebc589ea9ed8,Heroes & Empires has an exquisitely digital collectibles created using blockchain technology.,,$0.00 ,0.000000 BTC,0.000016 BNB,,"$71,270.00 ","$1,204,904.00 ","$4,567,410.00 ","34,518",8.48%,
203,https://bscscan.com/token/images/dafitoken_32.png,DAFI Token (DAFI),https://bscscan.com/token/0x22439be3aebc1590b05e3243780ed4156b629604,"DAFI uses synthetics to incentivize networks, based on their adoption. Creating long-term users for staking, nodes and liquidity.",,$0.00 ,0.000000 BTC,0.000007 BNB,,"$173,958.00 ","$1,170,412.00 ","$68,416.00 ",277,0.05%,
204,https://bscscan.com/token/images/spartan2_32.png,Spartan Protocol Token V2 (SPARTA),https://bscscan.com/token/0x3910db0600ea925f63c36ddb1351ab6e2c6eb102,"Spartan Protocol provides community-governed and programmable token emissions functions to incentivize the formation of deep liquidity pools. This strong base of liquidity will be utilized to provide asset swaps, synthetic token generation, lending, derivatives and more.",,$0.01 ,0.000001 BTC,0.000042 BNB,-0.77%,"$3,339.00 ","$1,033,539.00 ","$2,147,419.00 ","5,635",,
205,https://bscscan.com/token/images/billionhappiness_32.png?v=2,Billion Happiness (BHC),https://bscscan.com/token/0x6fd7c98458a943f469e1cf4ea85b173f5cd342f4,Billion Happiness is a blockchain technology-based apparel company dedicated to provide Happiness through a transparent record of information on quality products with authenticity using blockchain eliminating counterfeit items on the market.,,$19.67 ,0.001149 BTC,0.068720 BNB,-0.33%,"$75,533.00 ","$983,721.00 ","$983,721.00 ","11,578",,
206,https://bscscan.com/token/images/ditto_32.png,Ditto (DITTO),https://bscscan.com/token/0x233d91a0713155003fc4dce0afa871b508b3b715,Ditto is an elastic supply token on the Binance Smart Chain and its supply has the ability to rearrange its entire cell structure according to the current price.,,$0.38 ,0.000022 BTC,0.001311 BNB,,--,$0.00 ,"$964,334.00 ","$2,985.00 ",,"5,268"
207,https://bscscan.com/token/images/napoleonx_28_2.png,NapoleonX Token (NPXB),https://bscscan.com/token/0xd8cb4c2369db13c94c90c7fd3bebc9757900ee6b,The crypto asset manager piloting trading bots.,Cross-Chain,$0.04 ,0.000002 BTC,0.000133 BNB,,$369.00 ,"$963,075.00 ","$1,133,029.00 ",314,0.03%,
208,https://bscscan.com/token/images/traderace_32.png?v=2,IOI Token via ChainPort.io (IOI),https://bscscan.com/token/0x959229d94c9060552daea25ac17193bca65d7884,"QORPO company is #1 among gamified trading platforms for traders, gamers, investors, and crypto enthusiasts. QORPO aims to develop a complete ecosystem that cooperates together well, and one thing that ties it all together is IOI Token.",,$0.08 ,0.000005 BTC,0.000281 BNB,-5.57%,"$161,908.00 ","$946,139.00 ","$373,405.00 ","2,508",,
209,https://bscscan.com/token/images/rhythm_32.png,Rhythm (RHYTHM),https://bscscan.com/token/0xe4318f2acf2b9c3f518a3a03b5412f4999970ddb,"Rhythm is the token powering the BeatPlaylist music streaming platform, which boasts a library of over 100 million songs, offering holders in-app rewards, perks, NFTs, and powering the Artist Partner Program.",,$0.00 ,0.000000 BTC,0.000000 BNB,-1.33%,$641.00 ,"$945,296.00 ","$1,464,600.00 ","9,941",,
210,https://bscscan.com/token/images/idena_32.png,Wrapped Idena (iDNA),https://bscscan.com/token/0x0de08c1abe5fb86dd7fd2ac90400ace305138d5b,Idena is a proof-of-person blockchain where every node is linked to a cryptoidentity - one single person with equal voting power.,,$0.01 ,0.000001 BTC,0.000051 BNB,-0.24%,"$54,877.00 ","$936,473.00 ","$73,570.00 ","1,625",,
211,https://bscscan.com/token/images/acryptos_32.png,ACryptoS (ACS),https://bscscan.com/token/0x4197c6ef3879a08cd51e5560da5064b773aa1d29,ACryptoS Vaults is a Yearn clone on Binance Smart Chain combined with SushiSwap farming mechanics. It offers farming pools with ACS as reward.,,$0.60 ,0.000035 BTC,0.002111 BNB,-1.95%,$182.00 ,"$933,500.00 ","$933,533.00 ","8,167",,
212,https://bscscan.com/token/images/oddzfi2_32.png,OddzToken (ODDZ),https://bscscan.com/token/0xcd40f2670cf58720b694968698a5514e924f742d,"Oddz Protocol is an On-Chain Option trading platform that expedites the execution of options contracts, conditional trades, and futures.",,$0.01 ,0.000001 BTC,0.000047 BNB,-0.15%,"$147,458.00 ","$883,869.00 ","$187,027.00 ","5,227",,
213,https://bscscan.com/token/images/pulitoken_32.png?=v68,PULI INU (PULI),https://bscscan.com/token/0xaef0a177c8c329cbc8508292bb7e06c00786bbfc,$PULI is the native token for casual mobile gaming. The games provides crypto-based play-to-earn experiences as well as NFT integration on both iOS and Android mobile devices.,,$0.01 ,0.000001 BTC,0.000035 BNB,-1.18%,"$126,896.00 ","$878,799.00 ","$1,012,488.00 ","7,691",,
214,https://bscscan.com/token/images/nftynetwork_32.png,NFTY Token (NFTY),https://bscscan.com/token/0x5774b2fc3e91af89f89141eacf76545e74265982,"NFTY is a cross-chain Web 3.0 authentication layer used for subscription services, loyalty incentives, and access management. NFTY authenticates via Web 3.0 public key signing rather than Web 2.0 usernames and passwords, with the $NFTY Token powering the NFTY authentication layer.",,$0.00 ,0.000000 BTC,0.000012 BNB,-1.30%,"$175,871.00 ","$848,627.00 ","$897,664.00 ","12,918",,
215,https://bscscan.com/token/images/mda_32.png,Moeda Loyalty Points (MDA),https://bscscan.com/token/0xd72aa9e1cddc2f6d6e0444580002170fba1f8eed,"Moeda is a blockchain powered digital payment and micro-lending platform. MDA, the platform token, is used in investment and digital payment in Moeda products.",,$0.04 ,0.000002 BTC,0.000147 BNB,-1.67%,"$14,747.00 ","$828,743.00 ","$828,743.00 ",744,,
216,https://bscscan.com/token/images/wanakafarm_32.png?v=2,Wanaka Farm (WANA),https://bscscan.com/token/0x339c72829ab7dd45c3c52f965e7abe358dd8761e,"Wanaka Farm aims to offer an NFT game where people can own their virtual lands, NFT items to plant, grow, harvest to relax, and earn their crypto.",,$0.01 ,0.000001 BTC,0.000033 BNB,-1.23%,"$1,199.00 ","$818,932.00 ","$4,745,893.00 ","83,023",,
217,https://bscscan.com/token/images/wallstreetgames_32.png,Wall Street Games (WSG),https://bscscan.com/token/0xA58950F05FeA2277d2608748412bf9F802eA4901,"Wall Street Games is a hybrid blockchain-based online gaming platform, where players battle each other in simple games for rewards in cryptocurrencies!",Cross-Chain,$0.00 ,0.000000 BTC,0.000000 BNB,,"$55,242.00 ","$772,270.00 ","$1,799,613.00 ","1,447,246",0.98%,
218,https://bscscan.com/token/images/ret_32.png,Renewable Energy Token (RET),https://bscscan.com/token/0x10b9dd394467f2cfbc769e07e88dc7e2c41b0965,"RET is a self-staking token Created on January 4, 2022 on the Binance Smart Chain network with contract renounced and Liquidity burnt, A decentralized project that seeks to create centralized and decentralized projects in the field of Renewable Energy",,$0.00 ,0.000000 BTC,0.000000 BNB,,"$40,444.00 ","$741,468.00 ",$0.00 ,"10,482",1.17%,
219,https://bscscan.com/token/images/superlauncher_32.png?v=2,Super Launcher (LAUNCH),https://bscscan.com/token/0xb5389a679151c4b8621b1098c6e0961a3cfee8d4,Superlauncher is a cross-chain launchpad for projects on BSC.,,$0.16 ,0.000009 BTC,0.000561 BNB,-1.60%,$175.00 ,"$712,503.00 ","$1,028,461.00 ","2,663",,
220,https://bscscan.com/token/images/justliquidity-juld_32.png,JulSwap (JulD),https://bscscan.com/token/0x5a41f637c3f7553dba6ddc2d3ca92641096577ea,JulSwap offers the same trading engine and analytics as Uniswap and some additional features from Sushiswap.,,$0.00 ,0.000000 BTC,0.000004 BNB,-0.91%,"$108,049.00 ","$685,102.00 ","$924,840.00 ","110,416",,
221,https://bscscan.com/token/images/impossiblefinance_32.png,Impossible Finance (IF),https://bscscan.com/token/0xb0e1fc65c1a741b4662b813eb787d369b8614af1,IF is the governance token of the Impossible Finance Swap and overall ecosystem.,,$0.07 ,0.000004 BTC,0.000239 BNB,,"$11,679.00 ","$656,946.00 ","$656,746.00 ","11,369",7.98%,
222,https://bscscan.com/token/images/coinary_32.png,Coinary Token (CYT),https://bscscan.com/token/0xd9025e25bb6cf39f8c926a704039d2dd51088063,"Coinary token is a token that is hyper deflationary and controls the gamenomics of Dragonary, an NFT blockchain game based on BSC.",,$0.00 ,0.000000 BTC,0.000010 BNB,,"$9,067.00 ","$570,233.00 ","$1,156,508.00 ","205,559",3.07%,
223,https://bscscan.com/token/images/silvafinance_32.png,Silva Token (SILVA),https://bscscan.com/token/0x68b5edb385b59e30a7a7db1e681a449e94df0213,"SILVA Token is a unique service that allows individuals to make payments from the comfort of their home in fiat currencies or crypto-currencies, to multiple online and offline stores.",,$0.00 ,0.000000 BTC,0.000000 BNB,-9.35%,"$6,222.00 ","$529,390.00 ","$1,000,000.00 ","41,119",,
224,https://bscscan.com/token/images/sporeearth_32.png,Spore (SPORE),https://bscscan.com/token/0x33a3d962955a3862c8093d1273344719f03ca17c,"Spore is a decentralized movement whose products include Avalanche-BSC bridge that connects two blockchains and their user bases, and an NFT platfrom. All our products are powered by $SPORE, a hyperdeflationary currency.",,$0.00 ,0.000000 BTC,0.000000 BNB,-3.16%,$278.00 ,"$511,206.00 ",$0.00 ,"146,675",,
225,https://bscscan.com/token/images/clintex_32.png,ClinTex (CTI),https://bscscan.com/token/0x3f670f65b9ce89b82e82121fd68c340ac22c08d6,"Clinical Trials Intelligence is a distributed technology platform that incorporates predictive data analytics, machine learning (AI), and the innovative use of smart contracts to drive significant quality and operational improvements in clinical trials.",,$0.01 ,0.000000 BTC,0.000020 BNB,-1.20%,"$249,530.00 ","$486,261.00 ","$18,709.00 ",635,,
